Date,Time,Age,ISBN,Title,Authors,Line Type,Sale/Order ID,Condition,Section,Location,Binding,Publisher,Source,Event,Quantity,Unit,Credit Used,Discount,Extended,Cost,Credit,Cash,Store Rem.,Chain Rem.,On Order,Sale Type,Register,Barcode,Customer
2026-02-15,5:22 PM,"2,699 days",9780486401553,Edgar Allan Poe: Literary Theory and Criticism (Dover Books on Literature and Drama),"Poe, Edgar Allan",Sale,21160,Used - Good,Classics,Floor,Trade Paperback,Dover Publications,Scott (and Amy) Bragg,,1,$6.99,$0.00,$0.00,$6.99,$3.50,$3.50,$0.00,0,0,0,Sale,CashDrawer1,9789910038822,
2026-02-15,5:22 PM,352 days,9781946022271,Something to Do with Paying Attention,"Wallace, David Foster",Sale,21160,New,Fiction,Archive,Trade Paperback,McNally Editions,Ingram Book Company,,1,$10.00,$0.00,$0.00,$10.00,$5.00,$5.00,$0.00,1,1,0,Sale,CashDrawer1,9789910177118,
2026-02-15,5:22 PM,"2,801 days",9780385093309,Good-Bye to All That: An Autobiography,Robert Graves,Sale,21160,Used - Good,Biography,Floor,Trade Paperback,Vintage,Kristina Campa-Gruca,,1,$7.00,$0.00,$0.00,$7.00,$3.50,$3.50,$0.00,0,0,0,Sale,CashDrawer1,9789910029714,
2026-02-15,5:22 PM,"1,569 days",281BVP1000400,unpriced discount books,,Sale,21160,Used - Clearance,Fiction,Floor,Trade Paperback,, Book Suey,,1,$1.00,$0.00,$0.00,$1.00,$0.60,$0.60,$0.00,0,0,0,Sale,CashDrawer1,9789910085963,
2026-02-15,5:22 PM,324 days,9780918172020,In Praise of Shadows,"TANIZAK, JUNICHIRO",Sale,21160,New,Fiction,Floor,Trade Paperback,N/A,Ingram Book Company,,1,$11.95,$0.00,$0.00,$11.95,$7.17,$7.17,$0.00,0,0,0,Sale,CashDrawer1,9789910178474,
2026-02-15,6:05 PM,16 days,9798899750212,Streetlamp Nautilus,"Batsios, Catharine",Sale,21161,New,Poetry,Floor,Trade Paperback,Luchador Press,Ingram Book Company,,1,$13.00,$0.00,$0.00,$13.00,$7.80,$7.80,$0.00,1,1,0,Sale,CashDrawer1,9789910190407,
2026-02-15,6:07 PM,378 days,9781613743416,Roadside Picnic (Rediscovered Classics),"Strugatsky, Arkady, Strugatsky, Boris",Sale,21162,Used - Good,Science Fiction & Fantasy,Floor,Trade Paperback,Chicago Review Press,Graham Hollister,,1,$8.00,$0.00,$0.00,$8.00,$2.00,$2.00,$0.00,0,0,0,Sale,CashDrawer1,9789910175473,
2026-02-15,7:20 PM,435 days,281BVP1000820,Detroit Lit Mag #6,"Hunter, Robert",Sale,21163,New,Zine,Floor,Novelty,Detroit Lit Mag,Robert Hunter,,1,$5.00,$0.00,$0.00,$5.00,$4.00,$4.00,$0.00,8,8,0,Sale,CashDrawer1,9789910173981,
2026-02-15,7:20 PM,176 days,281BVP1000928,Stupor .50 cent zine,,Sale,21163,New,Zine,Floor,Novelty,, Book Suey,,1,$0.50,$0.00,$0.00,$0.50,$0.00,$0.00,$0.00,3,3,0,Sale,CashDrawer1,9789910184789,
2026-02-20,7:41 PM,"1,987 days",11118,Community-Supporter Membership,,Sale,21164,New,Branded Merchandise,Floor,,,,,1,$25.00,$0.00,$0.00,$25.00,$11.50,$11.50,$0.00,0,0,0,Sale,CashDrawer1,9789910072826,Victoria Stewart
2026-02-20,7:41 PM,43 days,9798987589014,An Arbitrary Formation of Unspecified Value,"Quartararo, Jennifer",Sale,21164,New,Essays,Floor,Trade Paperback,BUNNY,Bunny Presse,,1,$17.00,$0.00,$1.70,$15.30,$10.20,$10.20,$0.00,3,3,0,Sale,CashDrawer1,9789910189173,Victoria Stewart
2026-02-20,7:41 PM,588 days,9780814350768,When Detroit Played the Numbers: Gambling's History and Cultural Impact on the Motor City (Title Not in Series),"George, Felicia B.",Sale,21164,New,Local Non-Fiction,Floor,Mass Market Paperback,Wayne State University Press,Ingram Book Company,,1,$29.99,$0.00,$3.00,$26.99,$20.99,$20.99,$0.00,0,0,0,Sale,CashDrawer1,9789910164576,Victoria Stewart
2026-02-20,9:03 PM,43 days,9781536207576,I Want My Hat Back,"Klassen, Jon",Sale,21165,New,Children's,Archive,Hardcover,Candlewick Press (MA),Ingram Book Company,,1,$10.99,$0.00,$0.00,$10.99,$6.59,$6.59,$0.00,0,0,0,Sale,CashDrawer1,9789910189333,
2026-02-20,9:03 PM,712 days,281BVP1000690,Painted Lit,,Sale,21165,New,Fiction,Floor,Novelty,,,,1,$20.00,$0.00,$0.00,$20.00,$0.00,$16.00,$16.00,0,0,0,Sale,CashDrawer1,9789910156793,
2026-02-20,9:03 PM,712 days,281BVP1000690,Painted Lit,,Sale,21165,New,Fiction,Floor,Novelty,,,,1,$20.00,$0.00,$0.00,$20.00,$0.00,$16.00,$16.00,0,0,0,Sale,CashDrawer1,9789910156793,
2026-02-20,9:03 PM,27 days,9780679644330,Death and Life of Great American Cities: 50th Anniversary Edition (Anniversary),"Jacobs, Jane",Sale,21165,New,Non-Fiction,Floor,Hardcover,Modern Library,Ingram Book Company,,1,$30.00,$0.00,$0.00,$30.00,$18.00,$18.00,$0.00,0,0,0,Sale,CashDrawer1,9789910190049,
2026-02-20,9:06 PM,21 days,9781250371737,Alphabetical Diaries,"Heti, Sheila",Sale,21166,New,Fiction,Floor,Trade Paperback,Picador USA,Ingram Book Company,,1,$19.00,$0.00,$0.00,$19.00,$11.40,$11.40,$0.00,0,0,0,Sale,CashDrawer1,9789910190421,
2026-02-20,9:08 PM,49 days,WT043,A Larger Reality,,Sale,21167,New,Poetry,Archive,Unknown,Asterism,Asterism Books,,1,$25.00,$0.00,$0.00,$25.00,$14.95,$14.95,$0.00,0,0,0,Sale,CashDrawer1,9789910188718,
2026-02-20,9:08 PM,127 days,9780316300148,The Ministry for the Future: A Novel,"Robinson, Kim Stanley",Sale,21167,New,Science Fiction & Fantasy,Floor,Trade Paperback,Orbit,Ingram Book Company,,1,$19.99,$0.00,$0.00,$19.99,$11.99,$11.99,$0.00,0,0,0,Sale,CashDrawer1,9789910185854,
2026-02-20,9:10 PM,554 days,9780140143508,"84, Charing Cross Road","Hanff, Helene",Sale,21168,New,Fiction,Floor,Trade Paperback,Penguin Books,Ingram Book Company,,1,$16.00,$0.00,$0.00,$16.00,$9.60,$9.60,$0.00,0,0,0,Sale,CashDrawer1,9789910167027,
2026-02-21,2:43 PM,283 days,9781642598391,"So We Can Know: Writers of Color on Pregnancy, Loss, Abortion, and Birth",,Sale,21169,New,Non-Fiction,Floor,Trade Paperback,Haymarket Books,Ingram Book Company,,1,$21.95,$0.00,$0.00,$21.95,$11.85,$11.85,$0.00,0,0,0,Sale,CashDrawer1,9789910180378,
2026-02-21,2:48 PM,22 days,9780060732806,Conversation in the Cathedral,"Llosa, Mario Vargas",Sale,21170,New,"Architecture, Design, Urban Studies",Floor,Trade Paperback,Harper Perennial,Ingram Book Company,,1,$15.99,$0.00,$4.00,$11.99,$10.23,$10.23,$0.00,0,0,0,Sale,CashDrawer1,9789910190438,Sabrina Balgamwalla
2026-02-21,2:48 PM,22 days,9781493086603,"Happy Relationships: 25 Buddhist Practices to Transform Your Connections with Your Partner, Family, and Friends","Brown, Kimberly",Sale,21170,New,Business Books,Floor,Trade Paperback,Prometheus Books,Ingram Book Company,,1,$21.95,$0.00,$5.49,$16.46,$14.05,$14.05,$0.00,0,0,0,Sale,CashDrawer1,9789910190391,Sabrina Balgamwalla
2026-02-21,2:48 PM,23 days,9780674737709,Air  & Light  & Time  & Space: How Successful Academics Write,"Sword, Helen",Sale,21170,New,3x4 Notebook,Archive,Hardcover,Harvard University Press,Ingram Book Company,,1,$24.95,$0.00,$6.24,$18.71,$14.97,$14.97,$0.00,0,0,0,Sale,CashDrawer1,9789910190339,Sabrina Balgamwalla
2026-02-21,2:48 PM,156 days,9780374604981,Black Utopians: Searching for Paradise and the Promised Land in America,"Robertson, Aaron",Sale,21170,New,Memoir,Floor,Hardcover,"Farrar, Straus and Giroux",Ingram Book Company,,1,$30.00,$0.00,$7.50,$22.50,$18.00,$18.00,$0.00,0,0,0,Sale,CashDrawer1,9789910185250,Sabrina Balgamwalla
2026-02-21,3:14 PM,"1,575 days",281BVP1000398,unpriced discount book,,Sale,21171,Used - Clearance,Fiction,Floor,Trade Paperback,, Book Suey,,1,$5.00,$0.00,$0.00,$5.00,$3.00,$3.00,$0.00,0,0,0,Sale,CashDrawer1,9789910085949,
2026-02-21,3:14 PM,49 days,9780997366648,Complete Stories of Leonora Carrington,"Carrington, Leonora",Sale,21171,New,Fiction,Floor,Trade Paperback,Dorothy a Publishing Project,Ingram Book Company,,1,$18.00,$0.00,$0.00,$18.00,$10.80,$10.80,$0.00,0,0,0,Sale,CashDrawer1,9789910188992,
2026-02-21,3:14 PM,34 days,9780525620808,Mexican Gothic,"Moreno-Garcia, Silvia",Sale,21171,New,Fiction,Floor,Trade Paperback,Del Rey, Penguin Random House,,1,$19.00,$0.00,$0.00,$19.00,$9.50,$9.50,$0.00,0,0,0,Sale,CashDrawer1,9789910189692,
2026-02-21,3:14 PM,107 days,9780060883287,One Hundred Years of Solitude,"MARQUEZ, GABRIEL GARCIA",Sale,21171,New,Fiction,Floor,Trade Paperback,Harpercollins,Ingram Book Company,,1,$18.99,$0.00,$0.00,$18.99,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910187070,
2026-02-21,3:24 PM,128 days,9780593564530,Buffalo Fluffalo (A Buffalo Fluffalo Story),"Kalb, Bess",Sale,21172,New,Children's,Floor,Hardcover,Random House Studio,Ingram Book Company,,1,$18.99,$0.00,$1.90,$17.09,$11.39,$11.39,$0.00,0,0,0,Sale,CashDrawer1,9789910185908,Kate Dodson
2026-02-21,3:39 PM,384 days,9781644284193,Corona Verses,"O'Leary, Tim",Sale,21173,Used - Good,Fiction,Floor,Trade Paperback,Rare Bird Books, Book Suey,,1,$10.00,$0.00,$1.00,$9.00,$0.00,$0.00,$0.00,0,0,0,Sale,CashDrawer1,9789910175633,Chris Schneider
2026-02-21,3:41 PM,42 days,9781400078776,Never Let Me Go,"Ishiguro, Kazuo",Sale,21174,New,Fiction,Floor,Trade Paperback,Vintage,Ingram Book Company,,1,$17.00,$0.00,$4.25,$12.75,$10.20,$10.20,$0.00,0,0,0,Sale,CashDrawer1,9789910189500,Rey Hinojosa
2026-02-21,4:10 PM,302 days,9798888900895,Nazar Boy: Poems,"Dobbs, Tarik",Sale,21175,New,Poetry,Floor,Trade Paperback,Haymarket Books,Ingram Book Company,,1,$17.00,$0.00,$4.25,$12.75,$9.18,$9.18,$0.00,5,5,0,Sale,CashDrawer1,9789910179341,Rey Hinojosa
2026-02-21,5:46 PM,70 days,281BVP1000956,(my) Hamtramck,"Feldman, Roy",Sale,21176,New,Local Non-Fiction,Floor,Trade Paperback,,Roy Feldman,,1,$25.00,$0.00,$0.00,$25.00,$20.00,$20.00,$0.00,0,0,0,Sale,CashDrawer1,9789910188374,
2026-02-21,6:08 PM,"2,357 days",9781476756585,The Mars Room: A Novel,"Kushner, Rachel",Sale,21177,New,Fiction,Floor,Trade Paperback,Scribner, Simon & Schuster,,1,$13.00,$0.00,$0.00,$13.00,$10.20,$10.20,$0.00,0,0,0,Sale,CashDrawer1,9789910059087,
2026-02-21,6:08 PM,"2,653 days",9781606994467,The Man Who Grew His Beard GN,"Schrauwen, Olivier",Sale,21177,Used - Very Good,Graphic Novels & Comics,Floor,Trade Paperback,Fantagraphics Books,Eric Anderson,,1,$12.00,$0.00,$0.00,$12.00,$6.00,$6.00,$0.00,0,0,0,Sale,CashDrawer1,9789910041945,
2026-02-21,6:08 PM,364 days,9780231075084,Anthology of Modern Palestinian Literature (Revised),,Sale,21177,Used - Acceptable,Fiction,Floor,Hardcover,Columbia University Press, Book Suey,,1,$35.00,$0.00,$0.00,$35.00,$35.00,$35.00,$0.00,0,0,0,Sale,CashDrawer1,9789910176777,
2026-02-22,2:40 PM,51 days,9781914221347,The Hajar Book of Rage,"Arefina, Farhaana",Sale,21178,New,Poetry,Floor,Trade Paperback,Hajar Press,Asterism Books,,1,$20.95,$0.00,$5.24,$15.71,$12.53,$12.53,$0.00,1,1,0,Sale,CashDrawer1,9789910188725,Colin Colter
2026-02-22,2:40 PM,364 days,9780814341490,Know the Mother (Made in Michigan Writers Series),"Cooper, Desiree",Sale,21178,New,Fiction,Floor,Trade Paperback,Wayne State University Press,Hopkins Fulfillment Service,,1,$19.99,$0.00,$5.00,$14.99,$11.00,$11.00,$0.00,3,3,0,Sale,CashDrawer1,9789910177064,Colin Colter
2026-02-22,2:40 PM,"1,164 days",9781250766526,Even Greater Mistakes,"Anders, Charlie Jane",Sale,21178,New,Science Fiction & Fantasy,Floor,Trade Paperback,Tor Trade,  Macmillan,,1,$18.99,$0.00,$4.75,$14.24,$9.50,$9.50,$0.00,0,0,0,Sale,CashDrawer1,9789910125782,Colin Colter
2026-02-22,2:59 PM,64 days,11243,Book Suey Sweat-shirt 2025 Supply,,Sale,21179,New,Branded Merchandise,Floor,,,,,1,$30.00,$0.00,$0.00,$30.00,$0.00,$17.00,$0.00,23,23,0,Sale,CashDrawer1,9789910188671,
2026-02-22,2:59 PM,745 days,281BVP1000686,One Story,,Sale,21179,New,Zine,Floor,Novelty,,Elijah Sparkman,,1,$2.00,$0.00,$0.00,$2.00,$1.00,$1.00,$0.00,11,11,0,Sale,CashDrawer1,9789910154539,
2026-02-22,2:59 PM,24 days,9781953387448,They Can't Kill Us Until They Kill Us: Expanded Edition,"Abdurraqib, Hanif",Sale,21179,New,Fiction,Floor,Trade Paperback,Two Dollar Radio, Penguin Random House,,1,$18.95,$0.00,$0.00,$18.95,$9.47,$9.47,$0.00,1,1,0,Sale,CashDrawer1,9789910190247,
2026-02-22,2:59 PM,897 days,9780316316125,"Less (Winner of the Pulitzer Prize): A Novel (The Arthur Less Books, 1)","Greer, Andrew Sean",Sale,21179,Used - Very Good,Fiction,Floor,Hardcover,Lee Boudreaux Books,Vincent Perrone,,1,$8.00,$0.00,$0.00,$8.00,$4.00,$4.00,$0.00,0,0,0,Sale,CashDrawer1,9789910146558,
2026-02-22,3:02 PM,64 days,11242,Book Suey T-shirt 2025 Supply,,Sale,21180,New,Branded Merchandise,Floor,,,,,1,$20.00,$0.00,$0.00,$20.00,$0.00,$14.28,$0.00,30,30,0,Sale,CashDrawer1,9789910188664,
2026-02-22,3:02 PM,64 days,11243,Book Suey Sweat-shirt 2025 Supply,,Sale,21180,New,Branded Merchandise,Floor,,,,,1,$30.00,$0.00,$0.00,$30.00,$0.00,$17.00,$0.00,23,23,0,Sale,CashDrawer1,9789910188671,
2026-02-22,3:02 PM,842 days,9781847671745,The Raw Shark Texts: A Novel,"Hall, Steven",Sale,21180,Used - Very Good,Fiction,Floor,Trade Paperback,Canongate U.S.,Vincent Perrone,,1,$8.00,$0.00,$0.00,$8.00,$4.00,$4.00,$0.00,0,0,0,Sale,CashDrawer1,9789910150296,
2026-02-22,3:02 PM,45 days,9780802128997,Freshwater,"Emezi, Akwaeke",Sale,21180,New,Fiction,Floor,Trade Paperback,Grove Press,Ingram Book Company,,1,$18.00,$0.00,$0.00,$18.00,$9.72,$9.72,$0.00,1,1,0,Sale,CashDrawer1,9789910189258,
2026-02-22,3:02 PM,24 days,9780441478125,The Left Hand of Darkness,"Le, Ursula K. Guin",Sale,21180,New,Science Fiction & Fantasy,Floor,Mass Market Paperback,Ace Books,Ingram Book Company,,1,$10.99,$0.00,$0.00,$10.99,$6.59,$6.59,$0.00,0,0,0,Sale,CashDrawer1,9789910190261,
2026-02-22,5:48 PM,348 days,281BVP1000843,Notes #1,Charles Frost III,Sale,21181,New,Zine,Floor,Saddle Stitch,Intersectional Press,Brooke Harris,,1,$15.00,$0.00,$0.00,$15.00,$12.00,$12.00,$0.00,0,0,0,Sale,CashDrawer1,9789910177644,
2026-02-22,5:48 PM,827 days,281BVP1000240,Stupor: All Dressed Up and Nowhere,"Hughes, Steve",Sale,21181,New,Local Fiction,Floor,Unknown,Stupor House, Hughes (Stupor),,1,$2.00,$0.00,$0.00,$2.00,$1.60,$0.00,$1.60,4,4,0,Sale,CashDrawer1,9789910064487,
2026-02-22,5:48 PM,442 days,281BVP1000820,Detroit Lit Mag #6,"Hunter, Robert",Sale,21181,New,Zine,Floor,Novelty,Detroit Lit Mag,Robert Hunter,,1,$5.00,$0.00,$0.00,$5.00,$4.00,$4.00,$0.00,8,8,0,Sale,CashDrawer1,9789910173981,
2026-02-22,5:48 PM,"1,057 days",281BVP1000579,The House That Filled With Sand,,Sale,21181,Used - Very Good,Fiction,Floor,Trade Paperback,One Story,Elijah Sparkman,,1,$2.00,$0.00,$0.00,$2.00,$0.00,$1.00,$0.00,0,0,0,Sale,CashDrawer1,9789910133107,
2026-02-22,5:48 PM,227 days,9781620974810,The Dawn of Detroit: A Chronicle of Slavery and Freedom in the City of the Straits,"Miles, Tiya",Sale,21181,New,Local Non-Fiction,Floor,Trade Paperback,The New Press,Ingram Book Company,,1,$18.99,$0.00,$0.00,$18.99,$10.25,$10.25,$0.00,0,0,0,Sale,CashDrawer1,9789910183539,
2026-02-22,7:45 PM,50 days,9780593685778,Martyr!,"Akbar, Kaveh",Sale,21182,New,Fiction,Floor,Trade Paperback,Vintage,Ingram Book Company,,1,$18.00,$0.00,$0.00,$18.00,$10.80,$10.80,$0.00,0,0,0,Sale,CashDrawer1,9789910189029,
2026-02-24,8:02 PM,676 days,9780439846837,The Stonekeeper's Curse (Amulet #2),"Kibuishi, Kazu",Sale,21183,New,Graphic Novels & Comics,Floor,Trade Paperback,Graphix,Ingram Book Company,,1,$12.99,$0.00,$0.00,$12.99,$7.79,$7.79,$0.00,0,0,0,Sale,CashDrawer1,9789910159008,
2026-02-24,8:02 PM,"2,243 days",9780545208857,The Cloud Searchers (Amulet #3),"Kibuishi, Kazu",Sale,21183,New,Graphic Novels & Comics,Floor,Trade Paperback,Graphix,Ingram Book Company,,1,$12.99,$0.00,$0.00,$12.99,$7.79,$7.79,$0.00,0,0,0,Sale,CashDrawer1,9789910067167,
2026-02-24,9:54 PM,272 days,9781946433770,Harm Eden,"Nelson, Jennifer",Sale,21184,New,Poetry,Floor,Trade Paperback,Ugly Duckling Presse,Asterism Books,,1,$18.00,$0.00,$1.80,$16.20,$10.80,$10.80,$0.00,3,3,0,Sale,CashDrawer1,9789910180811,
2026-02-24,9:54 PM,124 days,9781556593833,When My Brother Was an Aztec,"Diaz, Natalie",Sale,21184,New,Poetry,Floor,Trade Paperback,Copper Canyon Press,Ingram Book Company,,1,$16.00,$0.00,$1.60,$14.40,$8.64,$8.64,$0.00,2,2,0,Sale,CashDrawer1,9789910186219,
2026-02-24,9:54 PM,53 days,9780991429868,Irl,"Pico, Tommy",Sale,21184,New,Poetry,Floor,Trade Paperback,Birds,Asterism Books,,1,$18.00,$0.00,$1.80,$16.20,$9.94,$9.94,$0.00,1,1,0,Sale,CashDrawer1,9789910188817,
2026-02-26,7:22 PM,"1,321 days",9781606901014,Red Sonja 1: She-devil With a Sword,"Carey, Mike,Oeming, Michael Avon,Rubi, Mel,Moder, Lee,Marcos, Pablo,Sadowski, Stephen,Turner, Michael,Ross, Alex,Cassaday, John,Linsner, Joseph Michael",Sale,21185,Used - Very Good,Graphic Novels & Comics,Floor,Trade Paperback,Dynamite Entertainment,John Kalogerakos,,1,$16.00,$0.00,$0.00,$16.00,$3.20,$3.20,$0.00,0,0,0,Sale,CashDrawer1,9789910109676,Kevin Langston
2026-02-26,8:55 PM,238 days,9780441172719,Dune,"Herbert, Frank",Sale,21186,New,Science Fiction & Fantasy,Floor,Mass Market Paperback,Ace, Penguin Random House,,1,$10.99,$0.00,$0.00,$10.99,$5.49,$5.49,$0.00,1,1,0,Sale,CashDrawer1,9789910182624,
2026-02-27,6:41 PM,300 days,281BVP1000859,Stupor Hot! Tasty! Hell! ,Steve Hughes,Sale,21187,New,Fiction,Floor,New Trade,,Steve  Hughes,,1,$1.00,$0.00,$0.06,$0.94,$0.50,$0.50,$0.00,1,1,0,Sale,CashDrawer1,9789910179983,
2026-02-27,6:54 PM,98 days,9781419728273,Llamaphones,"Coat, Janik",Sale,21188,New,Children's,Floor,Board,Abrams Appleseed,Ingram Book Company,,1,$16.99,$0.00,$1.70,$15.29,$10.19,$10.19,$0.00,0,0,0,Sale,CashDrawer1,9789910187940,Waverlee BG
2026-02-27,6:54 PM,22 days,9781684125098,Story of Rock,"Books, Editors of Caterpillar",Sale,21188,Used - Like New,Children's,Floor,Board,Silver Dolphin Books,Connie Shelton,,1,$5.39,$0.00,$0.54,$4.85,$1.35,$1.35,$0.00,0,0,0,Sale,CashDrawer1,9789910190797,Waverlee BG
2026-02-27,6:54 PM,"1,994 days",11118,Community-Supporter Membership,,Sale,21188,New,Branded Merchandise,Floor,,,,,1,$25.00,$0.00,$0.00,$25.00,$11.50,$11.50,$0.00,0,0,0,Sale,CashDrawer1,9789910072826,Waverlee BG
2026-02-27,6:58 PM,69 days,11242,Book Suey T-shirt 2025 Supply,,Sale,21189,New,Branded Merchandise,Floor,,,,,1,$20.00,$0.00,$20.00,$0.00,$0.00,$14.28,$0.00,30,30,0,Sale,CashDrawer1,9789910188664,Waverlee BG
2026-02-27,7:23 PM,406 days,9780062562883,Chasing Utopia: A Hybrid,"Giovanni, Nikki",Sale,21190,New,Poetry,Floor,Trade Paperback,William Morrow  & Company, Penguin Random House,,1,$15.99,$0.00,$0.00,$15.99,$7.99,$7.99,$0.00,0,0,0,Sale,CashDrawer1,9789910175312,
2026-02-27,7:23 PM,300 days,281BVP1000796,Stupor Morning Glories in a Pink Toilet,,Sale,21190,New,Zine,Archive,New Trade,,Steve  Hughes,,1,$1.00,$0.00,$0.00,$1.00,$0.50,$0.50,$0.00,4,4,0,Sale,CashDrawer1,9789910179884,
2026-02-27,7:23 PM,"2,295 days",281BVP1000042,Stupor Unfixable,"Hughes, Steve",Sale,21190,New,Local Fiction,Floor,Unknown,Stupor House, Hughes (Stupor),,1,$2.00,$0.00,$0.00,$2.00,$1.60,$1.60,$0.00,4,4,0,Sale,CashDrawer1,9789910064401,
2026-02-27,7:46 PM,300 days,281BVP1000043,Stupor Soft Gun,"Hughes, Steve",Sale,21191,New,Local Fiction,Floor,Unknown,Stupor House,Steve  Hughes,,1,$2.00,$0.00,$0.00,$2.00,$1.00,$1.00,$0.00,4,4,0,Sale,CashDrawer1,9789910179945,
2026-02-27,7:46 PM,188 days,281BVP1000928,Stupor .50 cent zine,,Sale,21191,New,Zine,Floor,Novelty,, Book Suey,,1,$0.50,$0.00,$0.00,$0.50,$0.00,$0.00,$0.00,3,3,0,Sale,CashDrawer1,9789910184789,
2026-02-27,7:46 PM,188 days,281BVP1000928,Stupor .50 cent zine,,Sale,21191,New,Zine,Floor,Novelty,, Book Suey,,1,$0.50,$0.00,$0.00,$0.50,$0.00,$0.00,$0.00,3,3,0,Sale,CashDrawer1,9789910184789,
2026-02-27,7:46 PM,531 days,9781101910160,M Train,"Smith, Patti",Sale,21191,New,Biography,Floor,Trade Paperback,Vintage, Penguin Random House,,1,$19.00,$0.00,$0.00,$19.00,$9.50,$9.50,$0.00,1,1,0,Sale,CashDrawer1,9789910168888,
2026-02-27,8:22 PM,722 days,9780060514471,Oyster: A Novel,"Biguenet, John",Sale,21192,Used - Very Good,Fiction,Floor,Trade Paperback,Ecco,,,1,$5.00,$0.00,$0.50,$4.50,$0.00,$0.00,$0.00,0,0,0,Sale,CashDrawer1,9789910156748,Brian Fody
2026-02-27,8:24 PM,27 days,9781982116538,Creation Lake,"Kushner, Rachel",Sale,21193,Used - Good,Fiction,Floor,Trade Paperback,Scribner Book Company,Rey Hinojosa,,1,$10.00,$0.00,$1.00,$9.00,$5.00,$5.00,$0.00,0,0,0,Sale,CashDrawer1,9789910190704,Rebecca Atkinson
2026-02-28,3:00 PM,192 days,9780375715020,"Familiar, Volume 5: Redwood","Danielewski, Mark Z",Sale,21194,Used - Very Good,Fiction,Archive,Trade Paperback,Pantheon Books,Riley Rinnan,,1,$10.00,$0.00,$0.00,$10.00,$5.00,$5.00,$0.00,0,0,0,Sale,CashDrawer1,9789910184604,
2026-02-28,3:21 PM,128 days,9798888903650,Heaven Looks Like Us: Palestinian Poetry,,Sale,21196,New,Poetry,Floor,Trade Paperback,Haymarket Books,Ingram Book Company,,1,$24.95,$0.00,$2.50,$22.45,$13.47,$13.47,$0.00,2,2,0,Sale,CashDrawer1,9789910186264,Shannon Sestak
2026-02-28,3:21 PM,555 days,9780872866744,The Gilda Stories: Expanded 25th Anniversary Edition,"Gomez, Jewelle",Sale,21196,Used - Like New,Fiction,Floor,Trade Paperback,City Lights Publishers,Sabrina Balgamwalla,,1,$10.00,$0.00,$1.00,$9.00,$5.00,$5.00,$0.00,0,0,0,Sale,CashDrawer1,9789910108556,Shannon Sestak
2026-02-28,3:23 PM,440 days,11236,Ceremic Thumb Book Holder,Emma Laut,Sale,21197,New,Branded Merchandise,Archive,,,Emma Laut,,1,$10.00,$0.00,$0.00,$10.00,$8.00,$8.00,$0.00,5,5,0,Sale,CashDrawer1,9789910170027,Michelle King
2026-02-28,3:50 PM,615 days,9781538753712,"Dawn (Lilith's Brood, 1)","Butler, Octavia E.",Sale,21198,New,Science Fiction & Fantasy,Floor,Trade Paperback,Grand Central Publishing,  Hachette,,1,$18.99,$0.00,$0.00,$18.99,$10.25,$10.25,$0.00,0,0,0,Sale,CashDrawer1,9789910163593,
2026-02-28,6:28 PM,41 days,9780143107521,Poetics of Space (Revised),"Bachelard, Gaston",Sale,21199,New,Fiction,Floor,Trade Paperback,Penguin Classics, Penguin Random House,,1,$19.00,$0.00,$0.00,$19.00,$9.50,$9.50,$0.00,0,0,0,Sale,CashDrawer1,9789910189630,
2026-02-28,8:45 PM,154 days,281BVP1000935,"Lee, Young Lee","Aboyade, Owolabi",Sale,21200,New,Poetry,Floor,New Trade,AWE society,Owolabi Aboyade,,1,$20.00,$0.00,$0.00,$20.00,$16.00,$16.00,$0.00,0,0,0,Sale,CashDrawer1,9789910185618,
2026-02-28,8:45 PM,105 days,9781949944730,Freeland,"Sugar, Leigh",Sale,21200,New,Poetry,Floor,Trade Paperback,Alice James Books,Leigh Sugar,,1,$24.95,$0.00,$0.00,$24.95,$19.96,$19.96,$0.00,3,3,0,Sale,CashDrawer1,9789910187704,
2026-02-28,8:45 PM,57 days,281BVP1000977,Dear Enheduanna,,Sale,21200,New,Poetry,Floor,Trade Paperback,Ugly Duckling Presse,Asterism Books,,1,$14.00,$0.00,$0.00,$14.00,$7.73,$7.73,$0.00,0,0,0,Sale,CashDrawer1,9789910188749,
2026-02-28,8:46 PM,518 days,11233,Musth,"Bhasi, Ashwini",Sale,21201,New,Local Vendors,Floor,,,Ashwini Bhasi,,1,$12.00,$0.00,$0.00,$12.00,$9.60,$9.60,$0.00,0,0,0,Sale,CashDrawer1,9789910169601,
2026-02-28,8:46 PM,29 days,9798899750212,Streetlamp Nautilus,"Batsios, Catharine",Sale,21201,New,Poetry,Floor,Trade Paperback,Luchador Press,Ingram Book Company,,1,$13.00,$0.00,$0.00,$13.00,$7.80,$7.80,$0.00,1,1,0,Sale,CashDrawer1,9789910190407,
2026-02-28,8:51 PM,"1,221 days",281BVP1000479,Discount - general $4,,Sale,21202,New,Discount,Floor,Unknown,, Book Suey,,1,$4.00,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,18,18,0,Sale,CashDrawer1,9789910121142,
